DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R8308,NA,NA,Parallel,Active,4100 Block NORFORD AV NW,Residential Street,E,0900-1800 MON-FRI,,,120,0900-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1475612 51.0798163, -114.1476167 51.0797978, -114.1476386 51.0797871, -114.1476515 51.0797763, -114.1476647 51.0797653, -114.1476844 51.0797555, -114.1488321 51.0793291))",dd57e44e-7a1c-4a7c-9a2a-b749a7d23a0b
R8309,NA,NA,Parallel,Active,4100 Block NORFORD AV NW,Residential Street,E,0900-1800 MON-FRI,,,120,0900-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1485181 51.0805153, -114.1486211 51.080477, -114.1494595 51.0801652))",a009095c-e1d0-4cde-a5db-7cfe44cc8a80
R8315,NA,NA,Parallel,Active,4100 Block KOVITZ AV NW,Residential Street,E,0900-1800 MON-FRI,,,120,0900-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1470575 51.078928, -114.1470722 51.0789158, -114.1470812 51.0789107, -114.1470913 51.0789063, -114.1481563 51.0785107, -114.1481672 51.0785072, -114.1481787 51.0785047, -114.1481906 51.0785031, -114.1482027 51.0785026, -114.148206 51.0785025))",e804b175-9a9d-4cbe-8ba5-6133c0290b8a
R4429,J,J,Parallel,Active,500 Block 23 AV SW,Residential Street,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0725842 51.032416, -114.0736628 51.0324135))",f1765892-fb4e-4aca-aeb5-ad6edd449277
R4523,4746,J,Parallel,Inactive,500 Block 19 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0722841 51.0360034, -114.0729169 51.0360018, -114.0740065 51.0360025))",0f9b4c7d-d4f2-4371-9fd2-65fa67e5b6da
R4524,4754,J,Parallel,Inactive,300 Block 19 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0688756 51.0361646, -114.0690419 51.0361694, -114.0693551 51.0361786, -114.0694068 51.0361801))",95e2fb36-e78f-4540-b8d1-5f4b95a1d5bb
R4525,4754,J,Parallel,Inactive,300 Block 19 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0696195 51.0361862, -114.0697148 51.0361889, -114.0699113 51.0361951, -114.0700886 51.0361988, -114.0701505 51.0362001, -114.0702212 51.036201, -114.0709087 51.036221, -114.0709585 51.0362223))",2c86b389-6e81-4c95-b2cd-f13369f4be21
R4526,4747,J,Parallel,Inactive,500 Block 19 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.071769 51.0360035, -114.0721796 51.0360036))",c1c1a189-80dc-4eb3-a428-c73900107cef
R4528,4779,J,Parallel,Inactive,300 Block 20 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.068908 51.0352175, -114.0693405 51.0352309, -114.0694823 51.035234, -114.0697046 51.0352404, -114.0699022 51.0352462))",694088a8-dc76-4a25-bccd-f06b86b894b4
R4529,4779,J,Parallel,Inactive,300 Block 20 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0700631 51.0352499, -114.0701667 51.0352522, -114.070514 51.0352623, -114.0706969 51.0352674))",d74e0790-3724-42f3-ab00-e98278e4855e
R4531,4803,J,Parallel,Inactive,300 Block 21 AV SW,Residential Street,E,0900-1800 MON-SAT,,,Payment Required,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.069045 51.0342715, -114.0696719 51.0342892, -114.069899 51.034297, -114.0703084 51.0343079))",dede44a8-132b-44b8-b93a-badec870fbe9
R4556,J,J,Parallel,Active,300 Block 23 AV SW,Residential Street,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0692031 51.032362, -114.0707845 51.0324049))",bace31e9-96de-41da-ab0c-a1f6d37595b0
R4879,D,D,Angle,Active,800 Block 11 AV SE,Residential Street,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,RL,SE,"MULTILINESTRING ((-114.0424048 51.0400827, -114.0419318 51.0401105))",89e95de1-93f3-4ede-96c1-5eb4a4712593
R5596,JJ,JJ,Parallel,Active,100 Block 17 AV NE,Residential Street,E,0900-1800 MON-SAT,,,60,0900-1800 MON-SAT,FR,NE,"MULTILINESTRING ((-114.060117 51.0678517, -114.0609667 51.0678503, -114.0616609 51.0678509))",a15d09fe-0b32-48f0-a269-113607c39cf4
R6860,J,J,Perpendicular,Active,200 Block 21 AV SW,Residential Street,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0677789 51.0342016, -114.0685898 51.0342243))",7e934019-0d16-4733-b2ae-220b75e3ffd0
R6878,LL,LL,Parallel,Active,1200 Block 11 AV SE,Residential Street,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,FR,SE,"MULTILINESTRING ((-114.0361269 51.039763, -114.0361404 51.0397607, -114.0361508 51.0397599, -114.0361584 51.03976, -114.0361656 51.0397602, -114.0361731 51.0397612, -114.0361811 51.0397627, -114.0361909 51.0397647, -114.0362003 51.0397669, -114.0362058 51.0397687, -114.0362144 51.039772, -114.0362226 51.0397757, -114.0362304 51.0397798, -114.0362381 51.0397841, -114.0362455 51.0397886, -114.036253 51.0397931, -114.0362604 51.0397976, -114.0362661 51.0398008, -114.0362736 51.0398051, -114.0362813 51.0398093, -114.036289 51.0398134, -114.0363652 51.0398438, -114.0363689 51.0398451, -114.036454 51.0398779, -114.0364953 51.0398933))",13d7f4d9-dfdf-4648-82e0-4eac5ccfdfa7
R7376,G,G,Parallel,Active,800 Block CENTRE AV NE,Residential Street,E,0900-1800 MON-SAT,,,180,0900-1800 MON-SAT,FR,NE,"MULTILINESTRING ((-114.044583 51.0523292, -114.0446908 51.0523295, -114.0449787 51.052332))",9ee3ff23-f648-4fa8-9afc-652a767b59e0
R8116,NA,NA,Parallel,Active,1900 Block 34 AV SW,Collector,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.1050317 51.0231436, -114.1050655 51.0231437, -114.1051326 51.0231431, -114.1053416 51.0231429, -114.1055092 51.0231429))",81db9605-2ced-48e3-9c37-94a3a44efcb1
R8117,NA,NA,Parallel,Active,1900 Block 34 AV SW,Collector,E,0900-1800 MON-SAT,,,120,0900-1800 MON-SAT,FR,SW,"MULTILINESTRING ((-114.1056513 51.0231427, -114.1057147 51.0231426, -114.105777 51.0231424, -114.1058694 51.0231426))",e9f68bcb-c97d-43c6-a851-bbcdf3df2d62
R3045,X,X,Parallel,Active,2500 Block 13 AV NW,Residential Street,E,0900-1800 MON-SUN,,,120,0900-1800,FR,NW,"MULTILINESTRING ((-114.1213907 51.0636579, -114.1215206 51.0636145, -114.1216521 51.0635731, -114.1217853 51.0635337))",78e7f32a-9ac2-4777-a1ec-631779c32fd0
R6841,GG,GG,Parallel,Active,1500 Block 29 AV SW,Residential Street,E,0900-1800 MON-SUN,,,120,0900-1800,FR,SW,"MULTILINESTRING ((-114.0948341 51.027638, -114.0952589 51.0276384))",32778b5a-10f6-4d58-b475-f92d070cf440
R6847,F,F,Parallel,Active,800 Block 17 AV NW,Residential Street,E,0900-2000 MON-SUN,,,120,0900-2000,FR,NW,"MULTILINESTRING ((-114.0805827 51.0678199, -114.0812473 51.0678199))",f5056b8a-85c0-4a5b-8926-38248bd61b26
R1420,C,C,Parallel,Active,300 Block 13 AV SW,Residential Street,E,0900-2100 MON-SAT,,,120,0900-2100 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0686963 51.0405783, -114.0690879 51.0405894))",d9c6c7f1-68c0-49a5-95c1-ae14e3e9dd3e
R3152,V,V,Parallel,Active,400 Block 11 AV NE,Residential Street,E,0900-2100 MON-SAT,,,120,0900-2100 MON-SAT,FR,NE,"MULTILINESTRING ((-114.0552146 51.0623731, -114.0554946 51.0623753))",6f4d4412-a926-40d0-a628-61afa71215ad
R3154,V,V,Parallel,Active,400 Block 9 AV NE,Residential Street,E,0900-2100 MON-SAT,,,120,0900-2100 MON-SAT,FR,NE,"MULTILINESTRING ((-114.0543341 51.0605828, -114.0546926 51.0605837, -114.0546989 51.060584, -114.0547344 51.0605816))",daf063b6-f363-483c-9909-8ac8750845aa
R4025,M,M,Parallel,Active,300 Block 7 AV NE,Residential Street,E,0900-2100 MON-SAT,,,120,0900-2100 MON-SAT,FR,NE,"MULTILINESTRING ((-114.0545387 51.0588022, -114.0545879 51.0588017, -114.054769 51.0588033))",477dd217-46d0-47dc-8e08-5b1ca0a6b04d
R4423,J,J,Parallel,Active,500 Block 21 AV SW,Residential Street,E,0900-2200 MON-SAT,,,120,0900-2200 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0721712 51.0342155, -114.0725383 51.0342156))",b3033e9d-23db-4a84-b7f4-15a63060ae07
R5593,JJ,JJ,Parallel,Active,400 Block 22 AV NW,Residential Street,E,0900-2200 MON-SUN,,,15,0900-2200,FR,NW,"MULTILINESTRING ((-114.0711973 51.0723908, -114.0713048 51.0723904))",49fa6338-c2dc-48eb-aa04-713de288716b
R1458,ZZ,ZZ,Parallel,Active,00 Block 27 AV SW,Residential Street,E,0900-2300 MON-SUN,,,Permit Required,0900-2300,FR,SW,"MULTILINESTRING ((-114.0599469 51.0295598, -114.0610056 51.0295621, -114.0616045 51.0295648))",3d976c05-736b-4c9d-bb35-81bacb4f01f0
R7830,F,F,Parallel,Active,1500 Block 21 AV NW,Residential Street,E,1200-1600 MON-FRI,,,30,1200-1600 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0961842 51.0714207, -114.0966807 51.0714206))",f83887b3-35c3-4a06-b8ce-47bb5925679b
R1331,LL,LL,Parallel,Active,1400 Block 9 AV SE,Residential Street,E,1540-1750 MON-FRI,,1540-1750 MON-FRI,NONE,1540-1750 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0291427 51.039159, -114.0291758 51.0391733, -114.0299515 51.039473, -114.0306327 51.0397381, -114.0312825 51.0399889))",015df75f-5f86-4253-9537-42006bce211b
R8060,LL,LL,Parallel,Active,1500 Block 9 AV SE,Residential Street,E,1540-1750 MON-FRI,,1540-1750 MON-FRI,NONE,1540-1750 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0274579 51.0385037, -114.0287407 51.039003))",593a29b9-f6c4-46ff-baae-3b57d6282e1e
R366,U,U,Parallel,Active,300 Block FALSHIRE DR NE,Collector,E,"1700-2359 MON-SUN,0000-0800 MON-SUN",,,Permit Required,1700-0800,FR,NE,"MULTILINESTRING ((-113.9353924 51.107886, -113.9354487 51.1078866, -113.9355715 51.107886, -113.9357032 51.1078861, -113.9358461 51.1078852, -113.9359839 51.1078857, -113.9359889 51.1078858, -113.9361477 51.1078865, -113.9363057 51.1078865, -113.9364442 51.1078822, -113.936583 51.1078763, -113.9367161 51.1078675, -113.9368358 51.1078573, -113.9369179 51.1078489))",21a28aed-45cc-412a-ac36-5d95ffcaac32
R5230,U,U,Parallel,Active,300 Block FALSHIRE DR NE,Collector,E,"1700-2359 MON-SUN,0000-0800 MON-SUN",,,Permit Required,1700-0800,FR,NE,"MULTILINESTRING ((-113.9375715 51.1077465, -113.9376177 51.1077372, -113.9377376 51.1077076, -113.9378553 51.107677, -113.937964 51.1076492, -113.9380886 51.1076093))",be3b14f3-7803-4844-9e94-b9dd2a7cce20
R7333,U,U,Parallel,Active,300 Block FALSHIRE DR NE,Collector,E,"1700-2359 MON-SUN,0000-0800 MON-SUN",,,Permit Required,1700-0800,FR,NE,"MULTILINESTRING ((-113.9369179 51.1078489, -113.9369986 51.1078406, -113.9371725 51.1078179, -113.9373453 51.1077899, -113.937465 51.107768, -113.9375341 51.107754))",8e355ecd-0e27-4a89-a916-e51e6264aeee
R7895,F,F,Parallel,Active,900 Block CRESCENT RD NW,Residential Street,E,"2200-2359 MON-SUN,0001-0800 MON-SUN",,"2200-2359 MON-SUN,0001-0800 MON-SUN",NONE,"2200-2359 MON-SUN,0001-0800 MON-SUN",FR,NW,"MULTILINESTRING ((-114.0819149 51.0597108, -114.0819926 51.0597015, -114.0820711 51.0596956, -114.0821501 51.0596932, -114.0822291 51.0596943, -114.0823079 51.0596989, -114.0823859 51.059707, -114.0824628 51.0597186, -114.0825382 51.0597335))",559ac603-924e-47c9-afc7-84e9bb06fa30
R5448,LL,LL,Parallel,Active,1300 Block 10 AV SE,Residential Street,E,,,,Permit Required,See ENFORCEABLE_TIME,FR,SE,"MULTILINESTRING ((-114.0327458 51.0395228, -114.0347007 51.0402834))",898abc85-6722-45ac-909a-08e672093504
R5449,LL,LL,Parallel,Active,1300 Block 10 AV SE,Residential Street,E,,,,Permit Required,See ENFORCEABLE_TIME,FR,SE,"MULTILINESTRING ((-114.034867 51.040348, -114.0349931 51.040397))",c6f5f82c-88ca-4051-837e-6f4f305a05e5
R1659,K,K,Parallel,Active,300 Block 11 ST NW,Residential Street,N,"0001-1559 SUN-FRI,2201-2359 SUN-FRI,0001-0759 SAT,2201-2359 SAT",,,60,"0001-1559 SUN-FRI,2201-2359 SUN-FRI,0001-0759 SAT,2201-2359 SAT",FR,NW,"MULTILINESTRING ((-114.0887405 51.055304, -114.0887165 51.0541355))",4783732e-b492-410a-82dd-672c5aaa7459
R7120,K,K,Parallel,Active,200 Block 11 ST NW,Residential Street,N,"0001-1559 SUN-FRI,2201-2359 SUN-FRI,0001-0759 SAT,2201-2359 SAT",,,60,"0001-1559 SUN-FRI,2201-2359 SUN-FRI,0001-0759 SAT,2201-2359 SAT",FR,NW,"MULTILINESTRING ((-114.0887165 51.054136, -114.0886961 51.0531435))",217c279c-9235-4959-8919-93acf72184df
R1146,EE,EE,Parallel,Active,4400 Block RICHARDSON RD SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.1351756 51.0154235, -114.1352031 51.015412, -114.1359876 51.0148246))",8fde62bc-ca7e-421b-87d3-90cd5195682e
R2436,EE,EE,Parallel,Active,4400 Block RICHARDSON RD SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.136057 51.0147738, -114.1363408 51.0145616))",26c5992f-75b4-4685-9db1-0a3bef1369cb
R2527,AA,AA,Parallel,Active,00 Block COLLINGWOOD PL NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,NW,"MULTILINESTRING ((-114.1022065 51.087061, -114.1021767 51.087031, -114.102167 51.0869741, -114.1022337 51.0868472, -114.1022647 51.0867657, -114.102266 51.0865296, -114.1022716 51.0864995, -114.1022838 51.0864771))",8ba4fe44-878a-4e67-9731-3eba3964678a
R2633,EE,EE,Parallel,Active,4500 Block RICHARDSON RD SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.1372158 51.0138411, -114.137211 51.0138318, -114.1371989 51.0138204, -114.1370733 51.0137486))",d5de9b2b-003d-48dc-b473-baa512106d04
R2854,S,S,Parallel,Active,700 Block 35A ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,NW,"MULTILINESTRING ((-114.1378917 51.0622935, -114.1378973 51.062291, -114.1379028 51.0622884, -114.1379055 51.0622871, -114.1379082 51.0622858, -114.1379107 51.0622844, -114.1379132 51.062283, -114.1379154 51.0622814, -114.137921 51.0622769, -114.1379266 51.0622725, -114.1379322 51.062268, -114.1379377 51.0622636, -114.1379433 51.0622592, -114.1379453 51.0622577, -114.1379479 51.0622546, -114.1380263 51.062191, -114.1381525 51.0620905, -114.1382553 51.0620056, -114.1383598 51.0619212, -114.1384436 51.0618548, -114.1385789 51.0617447, -114.1387326 51.0616214, -114.1388763 51.0615076, -114.1390243 51.0613879, -114.1391693 51.0612738, -114.139172 51.0612716, -114.1391746 51.0612694, -114.1391773 51.0612673, -114.13918 51.0612651, -114.1391827 51.0612629, -114.1391856 51.0612602, -114.1391882 51.0612574, -114.1391905 51.0612544, -114.1391928 51.0612514, -114.1391952 51.0612485))",ef2b1d1a-4e91-4f4a-a918-5b622945289c
R313,F,F,Parallel,Active,1800 Block 11 ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,NW,"MULTILINESTRING ((-114.0872696 51.0682686, -114.0872696 51.0682677, -114.0872692 51.0681266, -114.0872663 51.0679824))",71df09e4-e2cd-41ac-8a57-ab64f2ec6cb5
R3358,P,P,Parallel,Active,1800 Block 8 ST SW,Collector,N,0001-2359 MON-FRI,,,30,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0817237 51.0368488, -114.0817235 51.0367277, -114.0817234 51.0365213))",60b4d1fd-4c01-4125-9469-b95d1c059011
R3562,G,G,Parallel,Active,400 Block 8 ST NE,Residential Street,N,0001-2359 MON-FRI,,,120,MON-FRI,FR,NE,"MULTILINESTRING ((-114.0429577 51.055985, -114.0429536 51.0547926))",ba2929de-fe8a-40d9-9b48-f3742a6bb1fc
R38,F,F,Parallel,Active,1800 Block 11 ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,NW,"MULTILINESTRING ((-114.0872655 51.0686493, -114.0872694 51.0685041, -114.0872689 51.0683298, -114.0872689 51.0683289))",7094ec3d-b5ce-4349-a240-b168a4513384
R3999,M,M,Parallel,Active,900 Block 2 ST NE,Residential Street,N,0001-2359 MON-FRI,,,120,MON-FRI,FR,NE,"MULTILINESTRING ((-114.0575633 51.0601547, -114.0575636 51.0598712))",eb5d2104-9094-4b4b-a7b1-386f19669541
R401,F,F,Parallel,Active,2100 Block 9 ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,NONE,FR,NW,"MULTILINESTRING ((-114.0830364 51.0713394, -114.0830359 51.0712784, -114.0830349 51.0711511, -114.0830342 51.0710346, -114.0830342 51.0710337))",392e747a-9c0a-4f90-b2d5-f82a9727404d
R4325,S,S,Parallel,Active,400 Block 27 ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,NW,"MULTILINESTRING ((-114.1253209 51.055876, -114.1253193 51.0555769))",c973f642-fe0e-4c30-a2fa-9c1dda7b6519
R4326,S,S,Parallel,Active,300 Block 27 ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,NW,"MULTILINESTRING ((-114.125321 51.0555263, -114.1253193 51.0552272))",18093aea-019a-4dc0-9638-50ab087c5094
R5057,R,R,Parallel,Active,7800 Block CALLA DONNA PL SW,Residential Street,N,0001-2359 MON-FRI,,,120,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0893815 50.9854389, -114.0893881 50.9854325, -114.0893997 50.9854079, -114.089401 50.9853969, -114.0894017 50.9853677, -114.0894019 50.9852952, -114.0894012 50.9852081, -114.0894013 50.9851411, -114.0894012 50.9850637, -114.0894021 50.9849771, -114.0894012 50.9848616, -114.0894031 50.9848028, -114.0894026 50.9847235, -114.0894026 50.9847201, -114.0894025 50.9845909, -114.0894027 50.9845178, -114.089403 50.9844327, -114.089402 50.9843984, -114.0893959 50.9843669, -114.0893842 50.9843411, -114.0893614 50.9842994, -114.0893271 50.9842558, -114.08931 50.9842282, -114.0893075 50.9842075, -114.0893122 50.9841883, -114.0893257 50.9841665, -114.089351 50.9841407, -114.0893869 50.9841216, -114.0894372 50.98411, -114.0894975 50.9841115))",3b24dfca-b31d-43f4-b5e8-a0d067fc20ed
R5914,BEW,BEW,Parallel,Active,5100 Block 6 ST SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0788225 51.0082389, -114.0788224 51.0081995, -114.0788229 51.0080358, -114.078823 51.0079543, -114.0788076 51.0079131))",c43d61db-a7d8-44f8-b372-6374510364d5
R5915,BEW,BEW,Parallel,Active,5100 Block 6 ST SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.0787808 51.0086415, -114.0788191 51.0086116, -114.0788221 51.0084999, -114.0788219 51.0083082))",3fb9eb55-0542-46ea-b31d-c9d0bbdf3cbf
R1702,MRL,MRL,Parallel,Active,900 Block 38 ST NE,Collector,N,0001-2359 MON-SUN,,,Permit Required,NONE,FR,NE,"MULTILINESTRING ((-113.9792218 51.0607175, -113.979222 51.0600024))",e24ded54-3dee-4987-8093-db1c9ac195bd
R6427,F,F,Parallel,Active,2100 Block 9 ST NW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,NONE,FR,NW,"MULTILINESTRING ((-114.0830437 51.0709413, -114.0830433 51.0708803, -114.0830422 51.070753, -114.0830415 51.0706365, -114.0830415 51.0706356))",4098855b-7edb-4536-b2c7-c43e811275da
R655,D,D,Parallel,Active,1700 Block 9 ST SE,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SE,"MULTILINESTRING ((-114.0395944 51.0376894, -114.0395941 51.0374626))",f1eb2ea4-ae34-4617-af03-619a1ce6ff0d
R6705,KI,KI,Parallel,Active,1900 Block 36 ST SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.1396722 51.037295, -114.1396726 51.0370135, -114.1396732 51.0368726, -114.1396734 51.0367387, -114.1396743 51.0366296, -114.1396732 51.0365245, -114.1396725 51.0364495, -114.1396707 51.0363809, -114.1396682 51.0363656, -114.1396616 51.0363508, -114.1396511 51.036337))",027e4246-b584-4923-9ff0-48df8415c8cd
R992,D,D,Parallel,Active,1700 Block 9 ST SE,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SE,"MULTILINESTRING ((-114.0395943 51.0372615, -114.0395942 51.0371628, -114.039596 51.0371341, -114.0395961 51.0371258))",0fd0bd9d-d48c-4f4f-b4ef-538a1b3bc6d9
R994,EE,EE,Parallel,Active,4500 Block RICHARDSON RD SW,Residential Street,N,0001-2359 MON-FRI,,,Permit Required,MON-FRI,FR,SW,"MULTILINESTRING ((-114.1364172 51.0145048, -114.1371336 51.0139679, -114.1371997 51.0139157, -114.1372143 51.0138993, -114.1372213 51.013879, -114.1372212 51.013865, -114.1372212 51.0138515, -114.1372158 51.0138411))",f5a970ed-932f-47ee-a26a-a2214b97c694
R1750,K,K,Parallel,Active,400 Block 10A ST NW,Residential Street,N,0001-2359 MON-SAT,,,Permit Required,MON-SAT,FR,NW,"MULTILINESTRING ((-114.0872953 51.056132, -114.0873001 51.056108, -114.0872986 51.0558707))",22eb1531-efd1-4b22-b1ee-187c65543f4a
R4720,SPR,SPR,Parallel,Active,700 Block 36 ST SW,Residential Street,N,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.1396776 51.0458471, -114.1396775 51.0457327, -114.1396774 51.0456184, -114.1396764 51.0455412))",c665829c-3664-44ff-bd1f-aac08fd72224
R4721,SPR,SPR,Parallel,Active,700 Block 36 ST SW,Residential Street,N,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.139677 51.0454863, -114.1396763 51.0454289, -114.1396767 51.0453456, -114.1396764 51.0452403, -114.1396761 51.0451377))",858ee7e7-fade-4ada-bf50-fce93bec380f
R4722,SPR,SPR,Parallel,Active,600 Block 36 ST SW,Residential Street,N,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.1396807 51.0475971, -114.1396782 51.046442))",eeed5111-ae12-413e-8290-ddd528a46632
R4723,SPR,SPR,Parallel,Active,600 Block 36 ST SW,Residential Street,N,0001-2359 MON-SAT,,,120,MON-SAT,FR,SW,"MULTILINESTRING ((-114.139678 51.0464092, -114.139678 51.0463046, -114.1396779 51.0461902, -114.1396778 51.0460758))",b36cf6d4-0ec5-4e79-91cd-29bc1621bf74
